series_id,genre,episode_number,pacing_score,cognitive_load_score,runtime_min,cliffhanger_ending,new_character_introduced,recap_provided,avg_watch_pct,viewers_start_of_episode,viewers_completed_episode,dropoff_rate,dropoff_flag,segment,pc1,pc2
27,Romance,8,6.68,7.57,47.7,False,False,True,0.855,46891,27572,0.412,1,0,0.25877176432743026,0.962546014989648
28,SciFi,1,7.99,3.58,24.7,False,False,False,0.632,854984,794794,0.0704,0,3,-1.1611038876637645,-0.1094635372906452
28,SciFi,2,4.65,4.85,45.0,True,True,False,0.672,794794,524189,0.3405,1,1,-0.38987138512606023,-1.475377706421298
28,SciFi,3,6.38,2.73,56.8,True,False,False,0.969,524189,480261,0.0838,0,0,2.7659983033364526,-0.6893876853417288
28,SciFi,4,8.11,4.16,51.0,False,False,False,0.778,480261,370586,0.2284,1,1,1.3861743588960005,0.14927984116826307
28,SciFi,5,10.0,6.15,35.5,False,True,False,0.885,370586,287070,0.2254,1,2,0.4651852470506918,2.342276264932609
28,SciFi,6,5.5,5.82,42.1,False,False,False,0.748,287070,208689,0.273,1,1,-0.38549166254833,-0.4468712343524974
28,SciFi,7,6.06,6.05,32.2,False,False,False,0.636,208689,165488,0.207,1,3,-1.6119849760902407,-0.273926684419491
28,SciFi,8,7.08,3.77,42.5,True,False,True,0.764,165488,155508,0.0603,0,1,0.5831873918379421,-0.3749548091253986
29,SciFi,1,6.52,7.65,48.8,True,False,False,0.828,375485,284850,0.2414,1,0,0.17071292223521586,0.8128893136433823
29,SciFi,2,8.08,4.58,55.9,False,True,False,0.918,284850,244238,0.1426,0,0,2.2692820688647783,0.6287069941979554
29,SciFi,3,6.11,9.16,39.5,False,False,False,1.0,244238,151174,0.381,1,0,-0.2750288647948003,1.8368719880014286
29,SciFi,4,8.0,3.7,44.8,False,False,False,0.812,151174,127445,0.157,0,1,1.167011811686906,0.14573246939160664
29,SciFi,5,4.87,5.46,39.9,False,False,True,0.687,127445,100064,0.2148,1,1,-0.8458696785515636,-1.022656095266577
29,SciFi,6,8.87,5.98,50.1,True,False,False,0.771,100063,89935,0.1012,0,2,0.9196217735403535,1.1450400085725971
29,SciFi,7,6.36,5.5,50.9,False,False,False,0.841,89935,76541,0.1489,0,0,0.9607597752300563,-0.01591676447134751
29,SciFi,8,5.7,5.41,37.5,False,False,False,0.959,76541,60867,0.2048,1,0,0.35568134407351015,0.23057751085074482
30,Crime,1,7.02,5.34,44.4,False,False,False,1.0,687974,601566,0.1256,0,0,1.3382570607525128,0.8411013558571928
30,Crime,2,7.61,3.7,56.5,True,True,True,0.951,601566,565823,0.0594,0,0,2.6211409365528584,0.186603444372498
30,Crime,3,5.95,2.99,43.1,False,False,False,0.754,565823,508471,0.1014,0,1,0.591495456299022,-1.2276478603330632
30,Crime,4,7.35,8.23,26.6,False,False,True,0.626,508471,328517,0.3539,1,2,-2.456748188948565,1.1718219339923392
30,Crime,5,4.84,6.75,42.8,False,True,True,0.554,328517,139574,0.5751,1,2,-1.5826717118065337,-1.040964116889465
30,Crime,6,6.96,5.22,49.9,False,True,True,0.986,139574,103223,0.2604,1,0,1.72288784980086,0.6331087956376765
30,Crime,7,5.32,3.37,36.9,False,False,False,0.646,103223,91923,0.1095,0,1,-0.5948366668688264,-1.6187554850643173
30,Crime,8,7.97,4.27,41.4,False,True,False,0.805,91923,81375,0.1147,0,1,0.7083921142925699,0.3688487486002167
31,Drama,1,6.51,6.78,45.8,False,True,True,0.789,750823,630420,0.1604,0,2,0.004830599442860017,0.43361570256865767
31,Drama,2,6.9,5.77,63.6,True,False,True,0.813,630420,582733,0.0756,0,0,1.8423067573715677,0.0322148578847552
31,Drama,3,5.11,4.84,44.7,True,False,False,0.735,582733,513120,0.1195,0,1,-0.04230664800355871,-1.0616450988584532
31,Drama,4,4.29,4.09,47.2,False,True,False,0.695,513120,321954,0.3726,1,1,0.027913669192961222,-1.8810770325688417
31,Drama,5,4.71,7.86,50.8,True,False,True,0.857,321954,161229,0.4992,1,0,0.059128421775782376,0.08109959087364081
31,Drama,6,6.97,7.75,37.1,False,False,False,0.617,161229,109329,0.3219,1,2,-1.6226037915961704,0.6146732476857101
31,Drama,7,8.62,3.43,31.2,True,False,True,0.897,109328,105853,0.0318,0,3,0.6875243868071904,0.8394886406789992
31,Drama,8,5.74,9.3,43.1,True,False,False,0.709,105853,67757,0.3599,1,2,-1.4082529519639004,0.7550940915196072
32,Crime,1,9.17,7.05,48.4,False,True,False,0.798,892331,516397,0.4213,1,2,0.666831139906022,1.776264386040232
32,Crime,2,4.98,5.04,31.0,False,True,False,0.72,516396,348765,0.3246,1,3,-1.2483117946966484,-0.864340508568789
32,Crime,3,5.93,4.17,32.5,False,False,False,0.803,348765,297175,0.1479,0,3,-0.3409373955185662,-0.4897727165014632
32,Crime,4,4.88,3.01,57.0,False,False,False,0.696,297175,226423,0.2381,1,1,1.2008863245743593,-2.1455586463497616
32,Crime,5,8.17,8.61,34.5,False,False,True,0.98,226422,154067,0.3196,1,2,-0.21359226248851426,2.646893594105226
32,Crime,6,7.37,3.25,58.8,False,False,False,0.783,154067,117058,0.2402,1,1,2.1270947701426,-0.6410911814543956
32,Crime,7,5.96,5.48,46.7,True,False,False,0.862,117058,95859,0.1811,0,0,0.6612065211027465,-0.07666238723619133
32,Crime,8,6.62,5.55,34.7,False,False,True,0.915,95859,79966,0.1658,0,3,0.0747219850760122,0.6301002214632256
33,Crime,1,7.69,6.02,49.9,True,False,False,0.828,620482,562001,0.0942,0,0,0.9282904765359025,0.776588184820786
33,Crime,2,7.72,5.78,38.7,False,True,False,0.805,562001,478542,0.1485,0,2,0.03216128788896908,0.8276981307388199
33,Crime,3,8.21,9.98,37.9,False,False,False,0.877,478542,247375,0.4831,1,2,-0.7866250809042584,2.773559413509693
33,Crime,4,4.92,8.33,34.5,True,False,False,0.627,247375,135180,0.4535,1,2,-2.3227065611934803,-0.08050057208119499
33,Crime,5,5.76,5.41,51.2,False,False,True,0.807,135180,87949,0.3494,1,0,0.7448614420514315,-0.4423593304256058
33,Crime,6,8.93,6.38,48.9,True,False,True,0.954,87949,80030,0.09,0,0,1.5462439722912698,1.8967711392020938
33,Crime,7,6.05,3.75,27.1,True,False,False,0.623,80030,66492,0.1692,0,3,-1.4250720542998632,-1.040658683039954
33,Crime,8,6.94,5.05,36.3,True,False,False,0.801,66492,58561,0.1193,0,3,-0.11318859517352199,0.2288218401163931
34,SciFi,1,5.07,5.79,56.9,False,False,False,0.63,818453,560940,0.3146,1,1,0.15798719812904227,-1.2777688761270911
34,SciFi,2,7.66,4.12,42.5,False,True,False,0.718,560940,435079,0.2244,1,1,0.387730272933372,-0.11728202994556773
34,SciFi,3,5.21,7.07,33.8,False,False,False,0.857,435079,146917,0.6623,1,3,-0.9412775143891491,0.3320878738858651
34,SciFi,4,4.91,7.21,44.0,False,False,False,0.657,146917,30795,0.7904,1,2,-1.1437558562106687,-0.5501159167892239
34,SciFi,5,3.45,6.19,44.7,True,False,True,0.758,30795,14043,0.544,1,0,-0.6251640502265755,-1.305063133424254
34,SciFi,6,7.61,1.84,53.8,False,False,False,0.631,14043,12253,0.1274,0,1,1.4976479496283455,-1.4042359414152825
34,SciFi,7,5.2,4.44,49.7,True,False,False,0.781,12253,9132,0.2546,1,1,0.6784557798812765,-1.104084431120097
34,SciFi,8,5.37,4.2,57.1,True,False,True,0.944,9132,6199,0.3211,1,0,2.079081008513869,-0.7340831157021357
35,Comedy,1,8.2,3.86,53.6,False,True,False,0.89,272443,201338,0.261,1,0,2.189196774879839,0.3858033025184046
35,Comedy,2,4.82,7.63,39.0,True,False,True,0.682,201338,157042,0.22,1,2,-1.552073820103012,-0.2826454287231669
35,Comedy,3,4.99,8.11,57.7,True,True,False,0.791,157042,72172,0.5404,1,0,0.27929982907892553,-0.018689163019701697
35,Comedy,4,4.77,3.72,42.8,True,False,True,0.708,72172,50730,0.2971,1,1,-0.06126729178436038,-1.6677901403986242
35,Comedy,5,6.49,4.96,43.0,False,False,True,0.83,50730,34389,0.3221,1,0,0.4757029016704015,-0.0425565975101069
35,Comedy,6,8.56,2.45,38.9,True,False,True,0.738,34389,32302,0.0607,0,1,0.8324487513882903,-0.15406834995806895
35,Comedy,7,6.78,3.4,52.7,False,False,False,0.712,32302,24881,0.2297,1,1,1.1857954409271396,-0.9822411739922338
35,Comedy,8,6.15,4.05,39.0,True,False,True,0.804,24881,22547,0.0938,0,3,0.24037872869786617,-0.5357369700138446
36,Romance,1,3.47,5.94,51.0,False,True,True,0.784,703399,216152,0.6927,1,0,0.0516194251143357,-1.4116730846708734
36,Romance,2,5.57,3.84,51.5,True,False,True,0.809,216152,147533,0.3175,1,1,1.1792424727058264,-1.0842296902562762
36,Romance,3,7.24,6.99,43.9,False,False,True,0.766,147533,73560,0.5014,1,2,-0.1674519785762561,0.8165029579488862
36,Romance,4,8.84,7.46,46.3,False,False,True,0.806,73560,29937,0.593,1,2,0.36453281579938673,1.824229220298962
36,Romance,5,4.24,3.1,45.3,True,False,False,0.567,29937,13869,0.5367,1,1,-0.4256048589998472,-2.6137075350261294
36,Romance,6,4.17,7.12,51.2,False,False,False,0.695,13869,7014,0.4942,1,0,-0.5299852048477054,-0.9402940679476351
36,Romance,7,5.55,5.18,49.7,False,False,True,0.879,7014,2695,0.6157,1,0,0.976388824104413,-0.37637042995785835
36,Romance,8,4.8,4.68,30.9,False,False,False,0.89,2695,1597,0.4071,1,3,-0.4277925833794277,-0.55294243194057
37,Comedy,1,6.2,6.44,38.8,True,True,False,0.787,293257,225667,0.2305,1,3,-0.508156780854268,0.2804003283416867
37,Comedy,2,7.8,5.01,44.4,False,True,False,0.673,225667,168968,0.2512,1,1,0.11101457063712959,0.09177546394714095
37,Comedy,3,7.17,2.52,34.4,False,False,True,0.889,168968,158828,0.06,0,3,0.8823046484310103,-0.2494973300069527
37,Comedy,4,7.12,4.73,44.4,False,False,False,0.745,158828,122392,0.2294,1,1,0.38476884342873385,-0.10897273540640318
37,Comedy,5,4.76,5.8,44.8,True,False,False,0.648,122392,71210,0.4182,1,1,-0.7571464356848813,-1.1590019969899639
37,Comedy,6,10.0,4.96,44.7,False,False,False,0.715,71210,59891,0.1589,0,2,0.746498022412229,1.2438570954933796
37,Comedy,7,6.09,4.1,40.3,False,False,True,0.794,59891,54658,0.0874,0,1,0.27093283158260034,-0.599644460241015
37,Comedy,8,6.14,6.9,57.8,False,False,True,0.922,54658,32977,0.3967,1,0,1.4255479299797793,0.5026644092817472
38,Drama,1,6.91,5.82,44.4,False,False,False,0.719,496266,457574,0.078,0,2,-0.07470530438170214,0.09498052985830951
38,Drama,2,6.61,5.51,28.6,False,True,True,1.0,457574,367323,0.1972,1,3,-0.006710787654108231,0.9767792553565781
38,Drama,3,4.57,7.37,45.5,False,True,False,0.729,367323,253244,0.3106,1,2,-0.8133301771141989,-0.4600818276802827
38,Drama,4,5.29,5.32,30.4,False,False,False,0.732,253243,193130,0.2374,1,3,-1.261183090283659,-0.571299549720971
38,Drama,5,7.11,2.1,35.7,False,False,False,0.852,193130,178266,0.077,0,3,0.9229427193807056,-0.5617149331750663
38,Drama,6,6.53,5.52,47.7,False,False,False,0.935,178266,150622,0.1551,0,0,1.160608367717563,0.415385977927073
38,Drama,7,6.75,5.58,46.2,False,False,True,0.905,150622,134135,0.1095,0,0,0.9346016360303478,0.4746845709913963
38,Drama,8,8.5,5.45,25.4,False,False,False,0.776,134135,126063,0.0602,0,3,-0.8882022696123982,1.2212440224892773
39,Romance,1,7.37,4.78,57.3,False,False,False,0.758,749796,657196,0.1235,0,1,1.4726709735663952,-0.15367645166616642
39,Romance,2,3.07,6.27,55.4,False,False,True,1.0,657196,441132,0.3288,1,0,1.1925946717480511,-0.8979039238847778
39,Romance,3,6.2,7.49,46.2,False,False,False,0.585,441132,230917,0.4765,1,2,-1.1337332469790884,-0.09707820007158946
39,Romance,4,5.94,4.4,44.7,False,True,True,0.678,230917,171379,0.2578,1,1,-0.020189929975046986,-0.9969296092411165
39,Romance,5,8.3,4.65,45.9,True,True,False,0.627,171379,132238,0.2284,1,1,0.21449482845150972,0.035834599315008535
39,Romance,6,7.23,5.53,31.3,False,False,True,0.786,132238,121075,0.0844,0,3,-0.6465400308774919,0.5752457530403335
39,Romance,7,7.98,6.8,37.3,True,False,False,0.815,121075,109330,0.097,0,2,-0.26710943198335363,1.3649734156764952
39,Romance,8,5.79,5.21,54.2,True,False,False,0.795,109330,91204,0.1658,0,0,0.9843184400774234,-0.586739271013873
40,Drama,1,10.0,5.94,32.4,False,False,True,0.441,205283,184450,0.1015,0,2,-1.7046048383981223,0.9582728223250447
40,Drama,2,7.81,6.94,49.8,True,True,True,0.711,184450,161087,0.1267,0,2,0.16241062788241917,0.7999066824159734
40,Drama,3,8.19,6.2,31.3,True,True,False,0.852,161087,145835,0.0947,0,3,-0.35867918745312716,1.4700641288255225
40,Drama,4,3.99,3.5,56.2,True,False,False,0.817,145835,126157,0.1349,0,0,1.378479651077813,-2.0109912775898424
40,Drama,5,5.99,5.75,48.4,True,False,False,0.873,126157,97385,0.2281,1,0,0.7721906795840242,0.037264216410512675
40,Drama,6,5.53,6.23,42.9,False,False,True,0.781,97385,85280,0.1243,0,0,-0.28455142551578794,-0.20070314111009854
40,Drama,7,6.85,5.56,38.7,False,False,False,0.852,85280,72934,0.1448,0,3,0.1417812887235625,0.48098360791373296
40,Drama,8,8.22,3.34,29.9,False,True,True,0.874,72934,69961,0.0408,0,3,0.434532629550743,0.5693169989634949
